method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility,query_count,strict_coverage,partial_coverage,combo_id,complexity_budget,theta,lambda_sc,mu
random_topk_3,27,7,11,6,0.5,30.0,148,148,0,137.75,29.858340971841493,42,0.6666666666666666,0.7765306122448979,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_4,27,7,12,6,0.5,30.0,143,143,0,132.0,28.99261563569132,42,0.7619047619047619,0.8638321995464852,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_5,27,6,11,6,0.5,30.0,139,139,0,126.5,29.458324435029464,42,0.5714285714285714,0.7755668934240363,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_6,27,7,12,6,0.5,30.0,141,141,0,129.25,27.90843241865786,42,0.5,0.7073129251700679,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_7,27,7,10,6,0.5,30.0,147,147,0,136.0,32.10468592176701,42,0.7142857142857143,0.7860544217687074,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_8,27,7,12,6,0.5,30.0,141,141,0,129.25,28.966629797708705,42,0.7142857142857143,0.8341836734693877,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_9,27,6,10,6,0.5,30.0,147,147,0,137.0,29.492140804336504,42,0.7619047619047619,0.8201814058956917,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_10,27,7,11,6,0.5,30.0,143,143,0,132.5,30.14934319195236,42,0.6190476190476191,0.7335600907029478,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_11,27,7,12,6,0.5,30.0,148,148,0,138.75,31.01268601521514,42,0.3333333333333333,0.5576530612244898,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_12,27,7,12,6,0.5,30.0,146,146,0,135.5,27.86396383078679,42,0.5952380952380952,0.707936507936508,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_13,27,7,10,6,0.5,30.0,145,145,0,134.75,30.96887972905781,42,0.5238095238095238,0.7007936507936507,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_14,27,7,10,6,0.5,30.0,147,147,0,136.5,31.68168451589878,42,0.6666666666666666,0.7990929705215419,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_15,27,7,12,6,0.5,30.0,146,146,0,135.0,29.87751188912267,42,0.4523809523809524,0.6784013605442177,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_16,27,7,11,6,0.5,30.0,141,141,0,130.25,28.91369354879348,42,0.6666666666666666,0.8290249433106576,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_17,27,7,10,5,0.5,29.5,148,148,0,137.75,30.240395054392877,42,0.5952380952380952,0.7182539682539683,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_18,27,7,11,6,0.5,30.0,141,141,0,128.25,28.894101564730057,42,0.5,0.6688775510204081,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_19,27,6,10,6,0.5,30.0,143,143,0,132.0,30.85467853043395,42,0.7857142857142857,0.8850340136054422,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_20,27,6,11,6,0.5,30.0,146,146,0,135.0,29.796810875003068,42,0.7380952380952381,0.822562358276644,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_21,27,7,11,6,0.5,30.0,142,142,0,130.0,30.04557258352844,42,0.5238095238095238,0.7090136054421768,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_22,27,7,10,6,0.5,30.0,141,141,0,129.75,31.900383097496388,42,0.6666666666666666,0.8055555555555556,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_23,27,5,10,6,0.5,30.0,143,143,0,131.5,26.54385169461659,42,0.4047619047619047,0.6284580498866214,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_24,27,7,12,6,0.5,30.0,143,143,0,131.5,29.342579906928204,42,0.5714285714285714,0.7175736961451248,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_25,27,6,10,6,0.5,30.0,145,145,0,133.75,30.573993255787325,42,0.5714285714285714,0.7581065759637189,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_26,27,7,12,6,0.5,30.0,143,143,0,131.5,29.038450312540963,42,0.4285714285714285,0.6302154195011338,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_27,27,7,11,6,0.5,30.0,149,149,0,139.25,28.327666883861824,42,0.5476190476190477,0.7028344671201814,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_28,27,7,12,6,0.5,30.0,152,152,0,142.25,29.735685005146024,42,0.6190476190476191,0.7659297052154195,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_29,27,7,12,6,0.5,30.0,139,139,0,127.0,28.20341932475588,42,0.5238095238095238,0.6319727891156462,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_30,27,7,12,6,0.5,30.0,145,145,0,132.75,28.660661499590645,42,0.7142857142857143,0.8286281179138322,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
aqf_full,24,7,9,6,1.0,30.0,132,132,0,122.0,34.48446780328944,42,0.7142857142857143,0.7674603174603175,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
aqf_topk_no_threshold,24,7,9,6,1.0,30.0,132,132,0,122.0,34.48446780328944,42,0.7142857142857143,0.7674603174603175,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
frequency_only,24,7,9,6,1.0,30.0,129,129,0,118.5,34.354152302603566,42,0.7142857142857143,0.7924036281179138,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
flattened_topk,24,1,1,6,1.0,30.0,132,132,0,122.0,34.48446780328944,42,0.7142857142857143,0.7674603174603175,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
no_operator_awareness,24,7,9,6,1.0,30.0,264,132,132,288.0,34.48446780328944,42,0.7142857142857143,0.7674603174603175,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
no_pruning,35,7,12,6,1.0,41.0,187,187,0,172.5,38.95106070014661,42,0.9523809523809524,0.9523809523809524,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_1,24,7,11,6,1.0,30.0,127,127,0,117.25,26.67752705451152,42,0.4523809523809524,0.5607709750566894,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_2,24,6,11,6,1.0,30.0,128,128,0,117.5,26.797178663589577,42,0.5238095238095238,0.715249433106576,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_3,24,7,11,6,1.0,30.0,130,130,0,120.75,25.78704642171773,42,0.3809523809523809,0.6170634920634921,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_4,24,7,11,6,1.0,30.0,127,127,0,117.75,26.474240837537703,42,0.6190476190476191,0.7557823129251701,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_5,24,6,11,6,1.0,30.0,121,121,0,110.0,26.08213309087847,42,0.4523809523809524,0.6683673469387755,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_6,24,7,11,6,1.0,30.0,129,129,0,119.0,26.65438737410415,42,0.4761904761904761,0.6425736961451247,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_7,24,6,9,6,1.0,30.0,129,129,0,118.0,28.301586329972707,42,0.5952380952380952,0.7175170068027211,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_8,24,6,11,6,1.0,30.0,123,123,0,111.75,25.56570411895788,42,0.5952380952380952,0.7353174603174603,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_9,24,6,10,6,1.0,30.0,131,131,0,122.75,26.18188254302681,42,0.6904761904761905,0.768140589569161,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_10,24,7,10,6,1.0,30.0,129,129,0,120.5,27.634958916307784,42,0.3809523809523809,0.5556689342403628,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_11,24,7,11,6,1.0,30.0,130,130,0,120.75,28.39617514062669,42,0.3095238095238095,0.4741496598639456,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_12,24,7,11,6,1.0,30.0,130,130,0,120.25,25.73733797671706,42,0.5476190476190477,0.6766439909297052,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_13,24,7,10,6,1.0,30.0,127,127,0,117.75,28.42431712693861,42,0.5238095238095238,0.6905895691609977,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_14,24,7,10,6,1.0,30.0,136,136,0,127.5,27.524993182751068,42,0.5238095238095238,0.6674603174603175,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_15,24,7,12,6,1.0,30.0,132,132,0,123.0,25.418025507833217,42,0.4047619047619047,0.6466553287981859,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_16,26,7,9,4,1.0,30.0,137,137,0,127.0,29.05380077973381,42,0.5476190476190477,0.7479591836734694,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_17,25,6,9,5,1.0,30.0,136,136,0,126.25,27.294016600280216,42,0.5714285714285714,0.7087301587301587,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_18,24,7,11,6,1.0,30.0,127,127,0,115.25,26.44425735680827,42,0.5,0.6688775510204081,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_19,24,6,10,6,1.0,30.0,125,125,0,115.5,26.3655478803698,42,0.5952380952380952,0.7956916099773242,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_20,24,6,10,6,1.0,30.0,128,128,0,118.0,25.919611997273737,42,0.7142857142857143,0.8106575963718822,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_21,24,7,10,6,1.0,30.0,124,124,0,112.5,27.733409535026944,42,0.4761904761904761,0.673639455782313,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_22,24,6,9,6,1.0,30.0,125,125,0,115.0,27.797810315589988,42,0.6428571428571429,0.784126984126984,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_23,24,5,10,6,1.0,30.0,129,129,0,119.0,24.652204865745645,42,0.3333333333333333,0.5883219954648526,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_24,24,7,12,6,1.0,30.0,125,125,0,114.5,27.06351759201053,42,0.5714285714285714,0.7116213151927437,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_25,24,6,10,6,1.0,30.0,127,127,0,117.25,27.116335069299925,42,0.3571428571428571,0.5869614512471655,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_26,24,7,11,6,1.0,30.0,129,129,0,119.0,26.588257332569164,42,0.3571428571428571,0.576360544217687,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_27,24,7,10,6,1.0,30.0,131,131,0,121.75,25.783104281742624,42,0.5476190476190477,0.6926303854875284,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_28,24,6,11,6,1.0,30.0,134,134,0,124.75,27.526257977775927,42,0.5952380952380952,0.7353174603174603,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_29,24,6,11,6,1.0,30.0,121,121,0,109.0,25.99399229738578,42,0.4761904761904761,0.601360544217687,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
random_topk_30,24,7,12,6,1.0,30.0,129,129,0,118.5,25.2519183897961,42,0.5476190476190477,0.7130952380952381,combo_0013_c30_t0_l0_mu0p25_e1,30.0,0.0,0.0,0.25
aqf_full,22,7,8,5,1.5,29.5,120,120,0,110.5,33.13577255297441,42,0.6666666666666666,0.7385487528344671,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
aqf_topk_no_threshold,22,7,8,5,1.5,29.5,120,120,0,110.5,33.13577255297441,42,0.6666666666666666,0.7385487528344671,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
frequency_only,22,7,8,5,1.5,29.5,120,120,0,110.5,33.13577255297441,42,0.6666666666666666,0.7385487528344671,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
flattened_topk,22,1,1,5,1.5,29.5,120,120,0,110.5,33.13577255297441,42,0.6666666666666666,0.7385487528344671,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
no_operator_awareness,22,7,8,5,1.5,29.5,242,120,122,264.0,33.13577255297441,42,0.6666666666666666,0.7385487528344671,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
no_pruning,35,7,12,6,1.5,44.0,187,187,0,172.5,38.95106070014661,42,0.9523809523809524,0.9523809523809524,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_1,21,7,11,6,1.5,30.0,109,109,0,100.75,24.0564898296214,42,0.3809523809523809,0.5361111111111111,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_2,21,6,10,6,1.5,30.0,112,112,0,102.75,23.21302564975957,42,0.5238095238095238,0.715249433106576,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_3,21,6,9,6,1.5,30.0,114,114,0,105.5,23.577619394347632,42,0.3095238095238095,0.5531179138321995,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_4,21,7,11,6,1.5,30.0,111,111,0,103.0,21.671654915483654,42,0.3809523809523809,0.5963151927437641,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_5,21,6,11,6,1.5,30.0,107,107,0,97.5,21.428202265144577,42,0.4285714285714285,0.6366213151927438,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_6,21,7,11,6,1.5,30.0,111,111,0,102.0,24.0744129511464,42,0.3571428571428571,0.5345238095238095,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_7,21,6,8,6,1.5,30.0,111,111,0,101.5,24.6466096744656,42,0.3333333333333333,0.5213151927437641,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_8,21,6,11,6,1.5,30.0,109,109,0,99.75,21.065813697264392,42,0.3095238095238095,0.5539115646258503,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_9,21,5,9,6,1.5,30.0,113,113,0,105.25,22.795449617899177,42,0.6428571428571429,0.7348072562358277,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_10,21,7,10,6,1.5,30.0,113,113,0,105.25,24.12066308948472,42,0.3571428571428571,0.5311791383219955,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_11,21,6,9,6,1.5,30.0,112,112,0,102.75,24.077575261630862,42,0.2619047619047619,0.3981859410430839,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_12,21,7,10,6,1.5,30.0,112,112,0,102.75,22.095995117414557,42,0.3571428571428571,0.573015873015873,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_13,21,6,9,6,1.5,30.0,115,115,0,107.5,24.107842315995672,42,0.4523809523809524,0.6350340136054422,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_14,21,7,9,6,1.5,30.0,118,118,0,110.0,26.12965870061162,42,0.5,0.6385487528344671,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_15,21,7,12,6,1.5,30.0,114,114,0,106.0,23.02785208180444,42,0.3095238095238095,0.5712585034013605,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_16,24,7,9,4,1.5,30.0,125,125,0,115.5,27.18701515805333,42,0.5476190476190477,0.7479591836734694,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_17,22,6,9,5,1.5,29.5,122,122,0,113.75,23.27416237937456,42,0.4285714285714285,0.5770975056689343,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_18,21,7,9,6,1.5,30.0,111,111,0,100.5,24.81771614027937,42,0.4047619047619047,0.5854308390022676,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_19,21,6,9,6,1.5,30.0,107,107,0,97.5,23.642041121007683,42,0.5476190476190477,0.7223922902494332,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_20,21,6,9,6,1.5,30.0,114,114,0,106.0,22.56419698070025,42,0.6666666666666666,0.7482993197278911,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_21,21,7,10,6,1.5,30.0,108,108,0,97.75,23.261413462081265,42,0.3571428571428571,0.5982426303854875,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_22,21,6,9,6,1.5,30.0,107,107,0,97.5,22.488576459553062,42,0.5476190476190477,0.7159863945578232,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_23,21,5,9,6,1.5,30.0,111,111,0,101.5,22.57450805774904,42,0.2619047619047619,0.482766439909297,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_24,21,7,11,6,1.5,30.0,107,107,0,98.0,23.372470354136546,42,0.5,0.6691043083900227,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_25,21,6,9,6,1.5,30.0,115,115,0,107.0,24.093355119825706,42,0.2619047619047619,0.5290249433106575,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_26,21,6,10,6,1.5,30.0,111,111,0,101.5,22.973429624781808,42,0.2619047619047619,0.4751133786848073,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_27,21,7,9,6,1.5,30.0,116,116,0,108.25,24.417948126077803,42,0.4761904761904761,0.6346938775510205,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_28,21,6,10,6,1.5,30.0,118,118,0,110.0,25.03399466229342,42,0.5476190476190477,0.7064058956916099,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_29,21,5,10,6,1.5,30.0,109,109,0,98.75,22.808850607046114,42,0.4761904761904761,0.5894557823129252,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
random_topk_30,21,7,12,6,1.5,30.0,119,119,0,111.0,21.98272293041877,42,0.4047619047619047,0.5801020408163265,combo_0014_c30_t0_l0_mu0p25_e1p5,30.0,0.0,0.0,0.25
aqf_full,22,7,7,4,2.0,30.0,117,117,0,107.0,32.99859834172612,42,0.6904761904761905,0.7634920634920636,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
aqf_topk_no_threshold,22,7,7,4,2.0,30.0,117,117,0,107.0,32.99859834172612,42,0.6904761904761905,0.7634920634920636,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
frequency_only,22,7,7,4,2.0,30.0,117,117,0,107.0,32.99859834172612,42,0.6904761904761905,0.7634920634920636,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
flattened_topk,22,1,1,4,2.0,30.0,117,117,0,107.0,32.99859834172612,42,0.6904761904761905,0.7634920634920636,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
no_operator_awareness,22,7,7,4,2.0,30.0,242,117,125,264.0,32.99859834172612,42,0.6904761904761905,0.7634920634920636,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
no_pruning,35,7,12,6,2.0,47.0,187,187,0,172.5,38.95106070014661,42,0.9523809523809524,0.9523809523809524,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_1,18,6,9,6,2.0,30.0,91,91,0,83.25,19.365198406661417,42,0.3571428571428571,0.5146825396825397,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_2,18,6,9,6,2.0,30.0,94,94,0,86.25,19.480366642012942,42,0.4047619047619047,0.6608276643990929,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_3,18,6,8,6,2.0,30.0,96,96,0,88.5,20.142416029831963,42,0.1904761904761904,0.4511904761904762,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_4,18,7,11,6,2.0,30.0,93,93,0,86.0,17.04531074535574,42,0.2857142857142857,0.4807823129251701,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_5,18,6,11,6,2.0,30.0,93,93,0,85.5,17.57522786355551,42,0.3571428571428571,0.5687074829931973,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_6,18,7,11,6,2.0,30.0,93,93,0,84.5,20.4197850676893,42,0.3095238095238095,0.4312925170068027,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_7,18,5,7,6,2.0,30.0,93,93,0,84.5,19.86394586673785,42,0.3095238095238095,0.4856009070294784,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_8,18,5,10,6,2.0,30.0,93,93,0,84.5,18.939187843194663,42,0.2857142857142857,0.5335034013605442,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_9,18,5,9,6,2.0,30.0,98,98,0,91.25,20.05061266735748,42,0.4523809523809524,0.6110544217687075,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_10,18,7,10,6,2.0,30.0,95,95,0,88.75,20.64664565837721,42,0.3095238095238095,0.4895124716553288,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_11,18,6,9,6,2.0,30.0,98,98,0,89.75,20.46587667110306,42,0.2142857142857142,0.3545351473922902,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_12,18,7,10,6,2.0,30.0,96,96,0,88.0,18.3261408965089,42,0.2142857142857142,0.398469387755102,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_13,18,6,9,6,2.0,30.0,97,97,0,90.0,20.0498327900265,42,0.2619047619047619,0.4894557823129252,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_14,18,7,9,6,2.0,30.0,104,104,0,98.0,22.783111625235332,42,0.4761904761904761,0.5829931972789115,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_15,18,6,11,6,2.0,30.0,96,96,0,88.5,19.442668642791784,42,0.238095238095238,0.4850907029478458,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_16,22,7,8,4,2.0,30.0,113,113,0,103.5,25.042451758595075,42,0.5476190476190477,0.7336734693877551,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_17,20,6,9,5,2.0,30.0,110,110,0,102.25,21.50174637984148,42,0.3809523809523809,0.5441043083900227,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_18,18,7,8,6,2.0,30.0,97,97,0,88.0,22.633023447509096,42,0.3571428571428571,0.5434807256235827,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_19,18,6,8,6,2.0,30.0,91,91,0,82.75,19.314287311241937,42,0.3095238095238095,0.5358843537414966,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_20,22,6,8,4,2.0,30.0,118,118,0,108.75,24.598351589208367,42,0.6666666666666666,0.7380952380952381,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_21,18,7,10,6,2.0,30.0,92,92,0,83.0,20.195504219677755,42,0.2619047619047619,0.4950113378684807,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_22,18,6,9,6,2.0,30.0,91,91,0,82.75,19.51242686407506,42,0.3333333333333333,0.6055555555555555,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_23,18,5,9,6,2.0,30.0,93,93,0,84.5,18.46679415320838,42,0.1904761904761904,0.4050453514739229,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_24,18,7,11,6,2.0,30.0,91,91,0,83.75,20.034434315049072,42,0.3571428571428571,0.4793083900226757,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_25,18,6,9,6,2.0,30.0,97,97,0,90.0,18.882661009067657,42,0.1904761904761904,0.3985260770975056,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_26,18,6,9,6,2.0,30.0,93,93,0,84.0,20.694367309864138,42,0.2619047619047619,0.4608276643990929,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_27,18,7,9,6,2.0,30.0,100,100,0,94.0,21.10582337377118,42,0.2142857142857142,0.401984126984127,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_28,18,6,10,6,2.0,30.0,100,100,0,93.0,21.364682903041334,42,0.4761904761904761,0.65640589569161,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_29,18,5,9,6,2.0,30.0,93,93,0,84.5,20.02731371847361,42,0.2619047619047619,0.4528344671201814,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
random_topk_30,18,7,11,6,2.0,30.0,103,103,0,96.25,19.06673886571821,42,0.3809523809523809,0.5579931972789116,combo_0015_c30_t0_l0_mu0p25_e2,30.0,0.0,0.0,0.25
